"      Food Hampers, Incl Fruits",95.799,95.799,95.799,95.799,95.799,98.357,99.11,99.444,103.089,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
      Other Food Products Nec,97.303,100.166,99.456,100.496,98.169,98.476,100.839,100.599,100.086,100.484,98.615,98.448,97.167,96.433,95.643,94.885,93.638,93.624,92.945,92.506,91.875,92.7,93.241,93.832,93.209,93.489,92.517,92.566,93.357,92.545,92.208,90.558,90.085,90.203,89.926,89.546,89.644,89.855,89.677,89.423,88.941,89.169,89.14,88.808,89.215,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
    Non-Alcoholic Beverages,104.263,104.955,103.41,101.86,100.646,101.067,100.43,99.824,98.679,99.5,98.164,96.866,94.658,94.563,92.137,91.052,89.445,88.681,88.7,87.661,86.925,87.587,87.777,87.419,83.481,84.342,84.127,83.256,82.616,82.722,82.901,82.004,81.64,82.398,81.219,80.727,81.146,81.054,80.587,80.873,81.242,81.555,80.431,80.664,80.478,80.929,80.888,80.633,79.863,80.065,79.994,79.872,79.137,79.456,79.05,78.514,78.534,78.343,77.688,77.146,76.154,75.796,75.367,75.239,74.866,74.648,74.727,75.281,75.455,75.113,74.341,75.061,74.164,72.985,70.852,68.668,67.223,67.214,66.735,65.537,65.115,64.939,65.173,64.853,64.52,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
      Fruit & Vegetable Juices,100.939,101.701,101.815,101.704,101.08,101.041,101.845,99.229,97.885,98.898,96.863,93.938,91.84,93.388,88.272,87.07,87.478,86.523,88.566,87.202,85.646,87.189,87.832,85.548,80.559,81.71,81.014,80.57,80.021,80.828,81.168,80.503,78.951,79.698,79.173,78.16,77.5,77.815,78.377,78.901,78.188,78.623,76.887,77.532,77.005,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
      Coffee & Coffee Substitutes,114.054,114.384,108.983,105.803,102.748,101.522,99.977,99.395,99.106,98.393,97.091,96.812,95.169,94.099,92.477,92.272,91.478,90.993,89.432,88.988,88.578,88.724,87.841,87.602,85.426,85.709,86.966,86.984,86.859,87.27,87.528,84.602,83.685,84.094,83.096,84.482,83.912,84.527,83.746,83.693,83.964,83.421,83.942,83.767,83.78,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
      Tea,98.287,100.199,99.449,99.311,98.007,101.217,99.826,100.2,98.758,99.182,96.81,96.6,94.121,95.318,92.648,91.531,89.605,89.783,90.133,88.829,86.894,87.822,88.507,88.92,84.077,86.012,85.8,85.196,82.423,83.689,84.272,83.515,82.74,82.78,81.773,82.474,84.044,84.265,83.719,83.76,83.406,83.949,81.956,83.15,83.284,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
      Cocoa & Malt-Based Drinks,107.435,107.488,105.121,104.308,101.112,101.823,100.943,99.142,98.092,100.068,98.86,96.785,90.686,89.715,89.227,88.993,82.757,82.231,82.273,82.716,82.541,82.756,82.624,83.148,80.966,81.239,80.664,81.651,82.423,81.21,80.69,80.282,81.019,81.583,80.477,81.186,79.734,78.004,77.719,78.628,78.633,79.673,78.899,77.332,78.163,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
      Water,102.732,103.955,105.65,99.866,102.179,98.18,97.139,103.073,101.608,103.961,104.347,102.946,102.777,99.516,96.693,95.854,95.713,95.288,96.934,95.069,95.059,95.717,95.782,95.992,82.63,83.822,82.727,80.7,79.868,79.712,80.7,81.739,82.196,80.062,80.159,80.725,81.4,81.144,81.619,80.718,81.551,80.56,80.284,80.56,79.609,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
      Soft Drinks,99.781,99.769,101.625,99.257,100.091,101.291,100.845,99.783,98.082,99.506,100.085,97.148,96.732,96.237,93.591,89.799,89.545,88.137,87.044,84.018,85.129,85.668,86.237,84.813,83.429,83.213,81.179,77.919,79.613,77.798,77.454,77.414,78.363,80.867,78.349,73.986,76.979,76.57,74.943,75.602,77.765,78.263,76.523,77.093,75.96,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
      Non-Alcoholic Beverages Nec,99.061,99.668,98.959,99.383,99.489,100.133,101.387,100.059,98.421,103.597,101.463,100.922,101.337,102.649,100.631,100.928,98.063,89.286,92.734,94.171,92.204,93.573,96.557,97.282,88.247,90.63,91.569,83.722,79.61,83.45,84.43,84.719,83.761,85.269,84.214,83.171,82.341,82.569,83.3,82.914,84.254,85.278,83.362,83.886,84.206,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
  Clothing & Footwear,100.31,97.069,98.659,100.362,100.421,97.156,99.419,101.947,101.478,98.762,99.907,102.391,101.241,99.004,100.368,98.281,95.124,94.266,94.005,95.356,98.171,99.153,99.066,101.015,103.261,103.637,102.79,104.547,106.397,105.272,105.356,105.4,104.551,103.653,102.995,104.39,103.557,103.23,101.417,102.945,104.49,103.406,103.107,102.365,102.303,102.177,102.377,102.998,103.366,104.149,103.422,102.746,103.846,103.762,104.055,102.204,102.752,102.257,101.91,101.175,101.278,102.715,102.275,100.421,100.523,101.661,101.818,99.75,100.324,100.443,100.753,98.755,100.093,99.425,98.993,97.673,98.082,98.229,98.05,97.377,97.882,98.432,95.732,96.879,97.587,97.332,96.904,96.878,96.965,97.428,97.163,96.12,96.681,97.434,97.672,95.429,94.73,95.52,96.568,95.422,96.008,96.761,95.921,94.24,95.189,94.736,96.159,96.725,98.037,98.09,97.938,98.486,98.84,99.951,99.268,99.561,100.016,98.562,98.089,99.618,99.051,98.302,97.805,98.801,98.22,97.954,97.177,96.803,95.569,95.296,94.611,94.696,94.244,93.899,93.294,93.548,93.094,92.241,90.902,90.978,90.86,90.09,89.289,89.762,89.52,89.449,89.244,88.785,88.11,87.712,87.575,87.477,86.41,85.274,84.343,84.078,83.961,83.842,83.806,84.136,84.589,85.225,85.995,86.284,86.745,87.32,88.193,88.743,88.929,88.738,88.404,88.692,88.794,88.212,88.639,88.747,89.227,89.111,88.609,88.106,87.48,87.461,86.999,86.039,86.546,86.053,86.151,84.037,84.418,82.872,82.652,81.546,81.971,81.11,80.727,80.428,80.652,79.815,79.568,79.341,79.482,79.288,78.257,78.758,79.733,80.573,80.31,80.103,79.266,77.667,75.371,72.273,65.522,62.93,62.3,62.209,62.201,61.945,61.623,61.204,60.382,60.006,59.595,59.539,59.542,59.72,59.427,59.259,59.05,58.449,57.95,57.996,58.091,57.662,57.827,57.846,57.846,57.622,57.516,57.767,57.819,58.25,55.847,56.292,56.48,56.156,56.031,55.949,55.947,55.849,55.785,55.563,55.603,55.612,55.822,56.001,56.092,55.893,56.131,56.172,56.409
    Clothing,99.984,97.265,98.458,100.176,100.63,97.691,99.001,101.924,101.383,98.877,99.755,101.908,101.238,99.706,100.99,99.739,96.076,95.707,94.593,96.045,98.392,100.083,100.367,101.204,103.747,104.143,103.417,104.958,106.952,105.997,106.32,106.355,105.486,104.745,104.224,105.721,104.875,105.073,103.331,104.608,105.347,104.237,103.978,103.113,103.381,103.636,103.957,104.036,104.454,105.721,105.242,104.407,105.514,105.38,105.98,103.799,104.304,104.051,103.634,102.843,102.513,104.056,103.713,102.073,101.896,102.883,103.407,101.034,101.581,101.012,101.144,99.207,100.533,99.721,99.037,98.28,98.834,98.769,98.695,98.38,98.866,99.05,95.745,97.2,97.975,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
      Garments,100.102,97.12,98.2,100.06,100.609,97.693,99.016,101.834,101.457,98.801,99.868,102.29,101.58,100.195,101.884,100.59,96.717,96.385,95.218,96.858,99.159,100.898,101.269,102.112,104.877,105.273,104.557,106.072,108.208,107.152,107.568,107.627,106.692,105.92,105.342,106.917,106.157,106.403,104.547,105.842,106.588,105.375,105.21,104.352,104.549,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
      Other Articles Of Clothing & Clothing Accessories,95.776,98.79,105.916,106.013,104.052,95.212,97.483,106.689,100.617,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
"      Cleaning, Repair, Tailoring & Rental Of Clothing",100.632,100.12,98.831,97.841,97.842,100.12,100.072,99.904,99.904,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
    Footwear,101.478,96.367,99.379,101.028,99.671,95.239,100.915,102.029,101.818,98.39,100.401,103.961,101.254,96.725,98.346,93.546,92.032,89.583,92.092,93.116,97.454,96.125,94.837,100.4,101.681,101.994,100.754,103.213,104.592,102.879,102.145,102.221,101.443,100.003,98.879,99.922,99.132,97.009,94.953,97.338,101.643,100.648,100.215,99.889,98.7,97.269,97.055,99.532,99.732,98.799,97.161,97.061,98.142,98.239,97.415,96.76,97.469,96.086,95.998,95.465,97.146,98.2,97.403,94.765,95.883,97.58,96.392,95.429,96.107,98.738,99.7,97.467,98.857,98.716,99.23,95.805,95.672,96.611,96.042,94.03,94.605,96.527,96.071,96.072,96.535,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
  Housing & Utilities,101.038,100.976,100.861,100.652,100.294,100.743,100.599,99.688,98.969,98.271,97.381,96.016,95.672,94.65,93.823,91.97,90.872,89.576,88.505,87.526,87.195,86.914,86.654,86.969,87.429,87.152,87.31,86.869,87.64,88.262,88.471,87.551,88.176,88.264,89.089,89.371,90.512,90.464,91.256,91.34,93.46,93.993,95.325,95.324,97.443,98.159,98.87,99.086,99.986,99.613,99.157,98.514,98.368,97.716,96.964,95.951,94.084,91.886,90.762,86.815,85.416,82.954,82.147,80.421,80.078,79.297,79.125,78.506,81.548,84.017,80.419,76.325,71.529,69.429,68.694,66.532,66.95,68.398,68.08,67.485,67.012,67.232,66.344,64.584,64.199,65.525,65.344,64.682,63.538,64.408,65.051,65.155,64.733,65.312,65.163,64.82,64.927,65.847,66.229,66.701,67.293,66.621,65.952,64.368,64.1,63.299,63.508,63.304,63.798,64.225,64.371,64.075,64.491,64.07,63.165,61.989,61.481,61.135,60.915,60.849,60.69,60.464,60.46,60.363,60.066,59.987,59.857,59.82,59.353,59.351,59.046,58.767,58.617,57.745,57.416,56.653,55.648,55.431,55.273,55.413,55.64,55.265,54.553,53.601,53.361,51.817,50.597,49.892,49.854,49.754,49.766,49.485,49.618,49.91,49.759,49.447,49.523,50.029,50.278,50.348,51.067,51.663,51.794,51.503,51.465,51.264,50.699,48.779,48.708,48.205,48.003,48.057,48.43,48.225,47.891,47.565,47.403,47.369,46.761,45.123,45.019,44.909,44.596,43.966,41.608,40.366,39.558,37.355,36.779,36.682,36.573,36.569,36.776,36.755,36.742,36.672,36.47,36.359,36.318,36.305,36.025,35.73,34.456,33.008,32.674,32.6,32.416,31.156,30.752,28.161,27.903,27.779,27.351,26.981,26.898,26.857,26.744,26.641,26.564,26.465,26.141,26.056,26.056,26.061,25.32,25.805,25.804,25.662,25.466,25.262,25.175,25.061,24.993,24.94,24.854,24.797,24.701,24.484,23.998,24.088,24.289,24.274,24.29,24.384,24.467,24.433,23.906,23.638,23.67,23.614,23.449,23.445,23.416,23.481,23.481,23.426,23.334,23.327,23.325,23.302,23.206
    Accommodation,101.374,101.141,101.011,100.656,100.509,100.843,100.557,99.604,98.996,98.581,97.769,96.291,95.755,94.651,93.646,91.994,91.274,90.282,89.4,88.428,88.346,87.901,87.931,87.655,87.901,87.673,87.574,87.206,87.57,87.811,88.148,88.21,89.175,89.758,90.598,91.183,92.976,93.451,94.357,95.047,96.827,97.119,97.906,98.462,99.985,100.124,100.783,101.025,102.089,101.476,101.101,100.039,99.999,98.801,97.623,96.114,94.374,92.101,90.713,86.746,85.706,83.107,81.813,79.999,79.883,79.508,80.405,80.218,81.742,81.392,79.292,74.966,69.802,69.123,68.897,66.439,63.087,66.417,66.264,65.815,64.821,66.186,65.995,65.107,64.143,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
      Actual Rentals For Housing,101.233,101.185,100.971,100.606,100.682,100.701,100.361,99.651,99.286,98.588,97.782,96.723,95.882,94.977,93.973,92.651,91.636,90.792,90.114,89.591,89.312,87.853,89.209,89.287,89.187,89.011,88.896,88.801,88.819,89.105,89.402,89.847,90.416,91.064,91.837,92.764,93.688,94.596,95.513,96.513,97.424,98.263,99.112,100.036,100.796,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
      Imputed Rentals For Housing,100.751,100.68,100.627,100.621,100.636,100.546,100.277,99.849,99.327,98.516,97.679,96.564,95.601,94.562,93.467,92.044,90.842,89.811,88.912,88.164,87.663,87.375,87.236,87.221,87.101,86.936,86.844,86.775,86.788,87.129,87.519,88.112,88.852,89.668,90.634,91.772,92.927,94.047,95.137,96.281,97.356,98.334,99.28,100.265,101.141,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
